-2.65535,-2.12032,0.855627,0.0399549
-2.44664,-2.12035,0.854875,0.0398338
-2.2381,-2.12085,0.854348,0.0480815
-2.65527,-2.12051,0.855124,0.0443671
-2.44681,-2.12038,0.855142,0.0423913
-2.23915,-2.11979,0.855303,0.0379731
-2.23979,-2.12095,0.855158,0.0399951
-2.44786,-2.1206,0.855291,0.0398189
-2.65579,-2.12083,0.855297,0.0398563
-2.23994,-2.12045,0.855433,0.0401476
-2.44772,-2.12081,0.855027,0.0399504
-2.65572,-2.121,0.855324,0.0401365
-2.65434,-2.12169,0.855367,0.0395161
-2.44755,-2.12383,0.855435,0.0391851
-2.23862,-2.12413,0.855215,0.0416151
-2.65449,-2.12195,0.855401,0.0403933
-2.44645,-2.12238,0.855432,0.0413435
-2.23723,-2.11875,0.857669,0.0386398
-2.43533,-2.11797,0.85535,0.0306316
-2.22732,-2.11787,0.855157,0.0404641
-1.18526,-2.1176,0.855409,0.0400309
-0.767598,-2.11778,0.855362,0.0363647
-2.43531,-2.11765,0.85534,0.0418201
-2.22702,-2.11767,0.85486,0.0483756
-1.18517,-2.11759,0.855143,0.0385402
-0.768307,-2.11765,0.854919,0.0384907
-1.17907,-2.11145,0.85531,0.0413953
-0.761825,-2.10902,0.855157,0.0399108
-0.345647,-2.10667,0.855249,0.0406566
-1.1788,-2.11101,0.85532,0.0402913
-0.762096,-2.10772,0.85657,0.0394096
-0.345684,-2.10699,0.855235,0.0407005
0.28187,-2.1081,0.855313,0.0399258
0.0746087,-2.10788,0.855254,0.0396351
-0.342334,-2.10966,0.855221,0.0399862
-0.754877,-2.10851,0.860914,0.0352164
-1.17536,-2.11337,0.855323,0.0404508
0.281896,-2.10799,0.855524,0.0394542
0.0746224,-2.1076,0.85528,0.0400971
-0.342216,-2.10968,0.855195,0.0399795
-0.758586,-2.11182,0.854996,0.0413052
-1.17542,-2.11345,0.855204,0.039975
-0.756032,-2.10691,0.85329,0.0404287
-0.339522,-2.10792,0.855389,0.0405332
0.0775262,-2.1073,0.854882,0.0412894
0.284736,-2.10766,0.855364,0.0402277
-0.755749,-2.10931,0.855203,0.0388866
-0.339704,-2.1078,0.855672,0.0377819
0.0771684,-2.10658,0.855382,0.0394935
0.284735,-2.10725,0.855478,0.0411484
1.53947,-2.1072,0.855259,0.0443974
1.12349,-2.10751,0.855353,0.0423596
0.914817,-2.10836,0.855154,0.0403586
0.289223,-2.11018,0.855127,0.038334
0.0814888,-2.10949,0.855448,0.0402469
1.5401,-2.10683,0.855164,0.0348976
1.12339,-2.10762,0.855255,0.0399974
0.914614,-2.10831,0.855291,0.0400033
0.289209,-2.11018,0.855286,0.0395334
0.0816992,-2.10963,0.8552,0.0431722
0.300326,-2.12039,0.855152,0.0398091
0.925658,-2.11697,0.854909,0.0400406
1.13473,-2.11519,0.855766,0.0389601
1.55107,-2.11407,0.855363,0.0401127
0.30002,-2.12047,0.855151,0.0387346
0.925776,-2.11686,0.855395,0.039881
1.135,-2.11584,0.855316,0.0398121
1.55118,-2.11444,0.855048,0.0408934
1.96061,-2.11874,0.855884,0.0353709
1.54454,-2.11973,0.855664,0.0403024
1.12845,-2.12067,0.855375,0.0415527
0.919619,-2.12051,0.855362,0.0401298
1.96086,-2.11993,0.855755,0.0430927
1.54451,-2.12,0.855027,0.0395274
1.12868,-2.12025,0.855202,0.0402825
0.919589,-2.12037,0.855359,0.040517
1.94851,-2.12514,0.855364,0.0398653
1.53165,-2.12253,0.855467,0.0375889
1.9489,-2.12468,0.855519,0.039504
1.53128,-2.12275,0.855415,0.0401112
