,,
,,
 NEW RUN,,
init_scanpose,44.951,52.921
FilterTomatoQueue,55.724,56.27
validate_pose,56.284,64.551
pregrasp_tomato,66.328,74.101
grasp_tomato,74.101,76.441
post_grasp_retreat,76.647,78.301
drop_tomato,78.301,89.692
validate_pose,89.899,110.001
pregrasp_tomato,111.901,124.851
grasp_tomato,124.851,127.976
post_grasp_retreat,128.18,130.019
drop_tomato,130.019,141.267
validate_pose,141.474,151.351
pregrasp_tomato,153.13,172.551
grasp_tomato,172.551,174.62
post_grasp_retreat,174.825,177.341
drop_tomato,177.341,181.644
drop_tomato,181.644,201.516
init_scanpose,201.723,215.149
init_scanpose,215.149,215.301
init_scanpose,229.551,238.048
init_scanpose,238.048,238.201
FilterTomatoQueue,241.741,242.261
validate_pose,242.272,249.051
validate_pose,249.051,250.189
pregrasp_tomato,252.043,267.151
pregrasp_tomato,267.151,277.401
grasp_tomato,277.401,280.422
post_grasp_retreat,280.63,282.892
drop_tomato,282.892,294.359
validate_pose,294.563,304.151
pregrasp_tomato,305.996,317.801
grasp_tomato,317.801,320.042
post_grasp_retreat,320.25,321.826
drop_tomato,321.826,332.762
validate_pose,332.968,343.551
pregrasp_tomato,345.496,355.751
grasp_tomato,355.751,358.801
post_grasp_retreat,359.001,360.551
drop_tomato,360.551,374.301
validate_pose,374.501,389.581
pregrasp_tomato,391.42,400.251
grasp_tomato,400.251,402.63
post_grasp_retreat,402.833,404.249
drop_tomato,404.25,414.228
init_scanpose,414.431,424.945
init_scanpose,424.945,425.081
init_scanpose,437.166,445.701
init_scanpose,445.701,445.877
FilterTomatoQueue,447.495,448.007
validate_pose,448.008,453.151
pregrasp_tomato,454.926,466.451
grasp_tomato,466.451,468.848
post_grasp_retreat,469.051,470.501
drop_tomato,470.501,481.031
init_scanpose,481.238,491.566
init_scanpose,491.566,491.678
init_scanpose,504.951,513.101
FilterTomatoQueue,514.751,515.323
validate_pose,515.337,525.984
pregrasp_tomato,527.884,533.951
pregrasp_tomato,533.951,535.1
grasp_tomato,535.1,537.978
post_grasp_retreat,538.184,539.651
drop_tomato,539.651,553.07
init_scanpose,553.276,560.386
init_scanpose,560.386,560.495
init_scanpose,572.651,581.227
init_scanpose,581.227,581.351
FilterTomatoQueue,582.99,583.509
init_scanpose,583.51,583.618
FilterTomatoQueue,585.283,585.801
init_scanpose,657.668,666.144
init_scanpose,666.144,666.298
FilterTomatoQueue,667.891,668.445
init_scanpose,668.451,668.619
FilterTomatoQueue,670.251,670.793
init_scanpose,723.751,732.28
init_scanpose,732.28,732.436
FilterTomatoQueue,735.281,735.833
validate_pose,735.844,742.651
