,,
,,
 NEW RUN,,
validate_pose,742.651,755.134
pregrasp_tomato,756.951,777.1
pregrasp_tomato,777.101,778.345
grasp_tomato,778.345,780.991
post_grasp_retreat,781.192,783.015
drop_tomato,783.016,797.716
validate_pose,797.921,810.651
pregrasp_tomato,812.49,823.39
grasp_tomato,823.39,826.301
post_grasp_retreat,826.507,828.101
drop_tomato,828.101,843.151
validate_pose,843.351,859.056
pregrasp_tomato,861.001,865.801
grasp_tomato,865.801,868.225
post_grasp_retreat,868.433,869.842
drop_tomato,869.842,886.111
init_scanpose,886.318,893.367
init_scanpose,893.367,893.494
init_scanpose,913.84,922.317
init_scanpose,922.317,922.478
FilterTomatoQueue,924.093,924.629
init_scanpose,924.634,924.801
FilterTomatoQueue,926.501,926.999
init_scanpose,938.351,946.85
init_scanpose,946.85,947.001
FilterTomatoQueue,949.851,950.442
validate_pose,950.443,958.651
pregrasp_tomato,960.481,972.751
grasp_tomato,972.751,975.551
post_grasp_retreat,975.751,977.308
drop_tomato,977.308,991.481
validate_pose,991.688,1003.52
pregrasp_tomato,1005.32,1017.27
grasp_tomato,1017.27,1019.7
post_grasp_retreat,1019.9,1021.25
drop_tomato,1021.25,1025.8
validate_pose,1026,1038.83
pregrasp_tomato,1040.7,1052.01
grasp_tomato,1052.01,1054.45
post_grasp_retreat,1054.65,1056.03
drop_tomato,1056.03,1066.49
init_scanpose,1125.88,1134.46
init_scanpose,1134.46,1134.61
FilterTomatoQueue,1137.48,1137.98
validate_pose,1137.99,1147.77
pregrasp_tomato,1149.65,1163.12
grasp_tomato,1163.12,1165.51
post_grasp_retreat,1165.71,1167.24
drop_tomato,1167.24,1172.59
validate_pose,1172.8,1185.01
pregrasp_tomato,1186.84,1200.25
grasp_tomato,1200.25,1202.55
post_grasp_retreat,1202.77,1204.21
drop_tomato,1204.21,1215.69
init_scanpose,1226.31,1234.22
FilterTomatoQueue,1235.88,1236.38
init_scanpose,1236.4,1236.55
FilterTomatoQueue,1238.23,1238.82
init_scanpose,1250.77,1259.29
init_scanpose,1259.29,1259.55
FilterTomatoQueue,1262.5,1263
validate_pose,1263,1273.07
validate_pose,1273.07,1286.39
pregrasp_tomato,1288.25,1304.77
grasp_tomato,1304.77,1307.88
post_grasp_retreat,1308.08,1308.85
drop_tomato,1308.85,1313.3
drop_tomato,1313.3,1325.1
validate_pose,1325.31,1338.33
pregrasp_tomato,1340.24,1352.69
grasp_tomato,1352.69,1355.02
post_grasp_retreat,1355.22,1356.56
drop_tomato,1356.56,1367.53
validate_pose,1367.73,1381.72
pregrasp_tomato,1383.48,1392.88
grasp_tomato,1392.88,1395.36
post_grasp_retreat,1395.57,1396.84
drop_tomato,1396.84,1407.11
init_scanpose,1407.32,1431.21
init_scanpose,1431.21,1431.33
init_scanpose,1443.66,1451.83
FilterTomatoQueue,1453.47,1453.98
validate_pose,1454,1460.54
pregrasp_tomato,1462.46,1474.82
grasp_tomato,1474.82,1477.01
post_grasp_retreat,1477.21,1478.67
drop_tomato,1478.67,1489.94
init_scanpose,1490.14,1501.03
init_scanpose,1501.03,1501.15
