,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
 NEW RUN,,,,,,,,,,,,,,,,,,,,,,,,,,
drop_tomato,78.301,89.692,,FilterTomatoQueue,55.724,56.27,,grasp_tomato,74.101,76.441,,init_scanpose,44.951,52.921,,post_grasp_retreat,76.647,78.301,,pregrasp_tomato,66.328,74.101,,validate_pose,56.284,64.551
drop_tomato,130.019,141.267,,FilterTomatoQueue,241.741,242.261,,grasp_tomato,124.851,127.976,,init_scanpose,201.723,215.149,,post_grasp_retreat,128.18,130.019,,pregrasp_tomato,111.901,124.851,,validate_pose,89.899,110.001
drop_tomato,177.341,181.644,,FilterTomatoQueue,447.495,448.007,,grasp_tomato,172.551,174.62,,init_scanpose,215.149,215.301,,post_grasp_retreat,174.825,177.341,,pregrasp_tomato,153.13,172.551,,validate_pose,141.474,151.351
drop_tomato,181.644,201.516,,FilterTomatoQueue,514.751,515.323,,grasp_tomato,277.401,280.422,,init_scanpose,229.551,238.048,,post_grasp_retreat,280.63,282.892,,pregrasp_tomato,252.043,267.151,,validate_pose,242.272,249.051
drop_tomato,282.892,294.359,,FilterTomatoQueue,582.99,583.509,,grasp_tomato,317.801,320.042,,init_scanpose,238.048,238.201,,post_grasp_retreat,320.25,321.826,,pregrasp_tomato,267.151,277.401,,validate_pose,249.051,250.189
drop_tomato,321.826,332.762,,FilterTomatoQueue,585.283,585.801,,grasp_tomato,355.751,358.801,,init_scanpose,414.431,424.945,,post_grasp_retreat,359.001,360.551,,pregrasp_tomato,305.996,317.801,,validate_pose,294.563,304.151
drop_tomato,360.551,374.301,,FilterTomatoQueue,667.891,668.445,,grasp_tomato,400.251,402.63,,init_scanpose,424.945,425.081,,post_grasp_retreat,402.833,404.249,,pregrasp_tomato,345.496,355.751,,validate_pose,332.968,343.551
drop_tomato,404.25,414.228,,FilterTomatoQueue,670.251,670.793,,grasp_tomato,466.451,468.848,,init_scanpose,437.166,445.701,,post_grasp_retreat,469.051,470.501,,pregrasp_tomato,391.42,400.251,,validate_pose,374.501,389.581
drop_tomato,470.501,481.031,,FilterTomatoQueue,735.281,735.833,,grasp_tomato,535.1,537.978,,init_scanpose,445.701,445.877,,post_grasp_retreat,538.184,539.651,,pregrasp_tomato,454.926,466.451,,validate_pose,448.008,453.151
drop_tomato,539.651,553.07,,FilterTomatoQueue,924.093,924.629,,grasp_tomato,778.345,780.991,,init_scanpose,481.238,491.566,,post_grasp_retreat,781.192,783.015,,pregrasp_tomato,527.884,533.951,,validate_pose,515.337,525.984
drop_tomato,783.016,797.716,,FilterTomatoQueue,926.501,926.999,,grasp_tomato,823.39,826.301,,init_scanpose,491.566,491.678,,post_grasp_retreat,826.507,828.101,,pregrasp_tomato,533.951,535.1,,validate_pose,735.844,742.651
drop_tomato,828.101,843.151,,FilterTomatoQueue,949.851,950.442,,grasp_tomato,865.801,868.225,,init_scanpose,504.951,513.101,,post_grasp_retreat,868.433,869.842,,pregrasp_tomato,756.951,777.1,,validate_pose,742.651,755.134
drop_tomato,869.842,886.111,,FilterTomatoQueue,1137.48,1137.98,,grasp_tomato,972.751,975.551,,init_scanpose,553.276,560.386,,post_grasp_retreat,975.751,977.308,,pregrasp_tomato,777.101,778.345,,validate_pose,797.921,810.651
drop_tomato,977.308,991.481,,FilterTomatoQueue,1235.88,1236.38,,grasp_tomato,1017.27,1019.7,,init_scanpose,560.386,560.495,,post_grasp_retreat,1019.9,1021.25,,pregrasp_tomato,812.49,823.39,,validate_pose,843.351,859.056
drop_tomato,1021.25,1025.8,,FilterTomatoQueue,1238.23,1238.82,,grasp_tomato,1052.01,1054.45,,init_scanpose,572.651,581.227,,post_grasp_retreat,1054.65,1056.03,,pregrasp_tomato,861.001,865.801,,validate_pose,950.443,958.651
drop_tomato,1056.03,1066.49,,FilterTomatoQueue,1262.5,1263,,grasp_tomato,1163.12,1165.51,,init_scanpose,581.227,581.351,,post_grasp_retreat,1165.71,1167.24,,pregrasp_tomato,960.481,972.751,,validate_pose,991.688,1003.52
drop_tomato,1167.24,1172.59,,FilterTomatoQueue,1453.47,1453.98,,grasp_tomato,1200.25,1202.55,,init_scanpose,583.51,583.618,,post_grasp_retreat,1202.77,1204.21,,pregrasp_tomato,1005.32,1017.27,,validate_pose,1026,1038.83
drop_tomato,1204.21,1215.69,,,,,,grasp_tomato,1304.77,1307.88,,init_scanpose,657.668,666.144,,post_grasp_retreat,1308.08,1308.85,,pregrasp_tomato,1040.7,1052.01,,validate_pose,1137.99,1147.77
drop_tomato,1308.85,1313.3,,,,,,grasp_tomato,1352.69,1355.02,,init_scanpose,666.144,666.298,,post_grasp_retreat,1355.22,1356.56,,pregrasp_tomato,1149.65,1163.12,,validate_pose,1172.8,1185.01
drop_tomato,1313.3,1325.1,,,,,,grasp_tomato,1392.88,1395.36,,init_scanpose,668.451,668.619,,post_grasp_retreat,1395.57,1396.84,,pregrasp_tomato,1186.84,1200.25,,validate_pose,1263,1273.07
drop_tomato,1356.56,1367.53,,,,,,grasp_tomato,1474.82,1477.01,,init_scanpose,723.751,732.28,,post_grasp_retreat,1477.21,1478.67,,pregrasp_tomato,1288.25,1304.77,,validate_pose,1273.07,1286.39
drop_tomato,1396.84,1407.11,,,,,,,,,,init_scanpose,732.28,732.436,,,,,,pregrasp_tomato,1340.24,1352.69,,validate_pose,1325.31,1338.33
drop_tomato,1478.67,1489.94,,,,,,,,,,init_scanpose,886.318,893.367,,,,,,pregrasp_tomato,1383.48,1392.88,,validate_pose,1367.73,1381.72
,,,,,,,,,,,,init_scanpose,893.367,893.494,,,,,,pregrasp_tomato,1462.46,1474.82,,validate_pose,1454,1460.54
,,,,,,,,,,,,init_scanpose,913.84,922.317,,,,,,,,,,,,
,,,,,,,,,,,,init_scanpose,922.317,922.478,,,,,,,,,,,,
,,,,,,,,,,,,init_scanpose,924.634,924.801,,,,,,,,,,,,
,,,,,,,,,,,,init_scanpose,938.351,946.85,,,,,,,,,,,,
,,,,,,,,,,,,init_scanpose,946.85,947.001,,,,,,,,,,,,
,,,,,,,,,,,,init_scanpose,1125.88,1134.46,,,,,,,,,,,,
,,,,,,,,,,,,init_scanpose,1134.46,1134.61,,,,,,,,,,,,
,,,,,,,,,,,,init_scanpose,1226.31,1234.22,,,,,,,,,,,,
,,,,,,,,,,,,init_scanpose,1236.4,1236.55,,,,,,,,,,,,
,,,,,,,,,,,,init_scanpose,1250.77,1259.29,,,,,,,,,,,,
,,,,,,,,,,,,init_scanpose,1259.29,1259.55,,,,,,,,,,,,
,,,,,,,,,,,,init_scanpose,1407.32,1431.21,,,,,,,,,,,,
,,,,,,,,,,,,init_scanpose,1431.21,1431.33,,,,,,,,,,,,
,,,,,,,,,,,,init_scanpose,1443.66,1451.83,,,,,,,,,,,,
,,,,,,,,,,,,init_scanpose,1490.14,1501.03,,,,,,,,,,,,
,,,,,,,,,,,,init_scanpose,1501.03,1501.15,,,,,,,,,,,,
