,,
,,
 NEW RUN,,
look_for_obj,52.921,55.72
validate_tomato,64.551,66.113
validate_tomato,110.001,111.701
validate_tomato,151.351,152.919
look_for_obj,215.301,216.315
look_for_obj,238.201,241.733
validate_tomato,250.19,251.836
validate_tomato,304.151,305.785
validate_tomato,343.551,345.286
validate_tomato,389.581,391.213
look_for_obj,425.081,426.101
look_for_obj,445.877,447.49
validate_tomato,453.151,454.716
look_for_obj,491.678,492.701
look_for_obj,513.101,514.751
validate_tomato,525.984,527.671
look_for_obj,560.495,561.515
look_for_obj,581.351,582.986
look_for_obj,583.618,585.281
look_for_obj,666.299,667.888
look_for_obj,668.619,670.251
look_for_obj,732.436,735.278
validate_tomato,755.135,756.751
validate_tomato,810.651,812.28
validate_tomato,859.056,860.795
look_for_obj,893.494,894.526
look_for_obj,922.478,924.089
look_for_obj,924.801,926.501
look_for_obj,947.001,949.85
validate_tomato,958.651,960.267
validate_tomato,1003.52,1005.11
validate_tomato,1038.83,1040.49
look_for_obj,1134.61,1137.48
validate_tomato,1147.77,1149.45
validate_tomato,1185.01,1186.63
look_for_obj,1234.22,1235.87
look_for_obj,1236.55,1238.23
look_for_obj,1259.55,1262.49
validate_tomato,1286.39,1288.05
validate_tomato,1338.33,1340.03
validate_tomato,1381.72,1383.27
look_for_obj,1431.33,1432.35
look_for_obj,1451.83,1453.47
validate_tomato,1460.54,1462.26
look_for_obj,1501.15,1502.17
