

 NEW RUN
look_for_obj;53.651;56.433;
validate_tomato;64.551;66.135;
validate_tomato;105.851;107.483;
validate_tomato;149.551;151.185;
look_for_obj;179.48;180.501;
look_for_obj;201.151;204.751;
validate_tomato;212.001;213.659;
validate_tomato;245.551;247.121;
validate_tomato;290.229;291.884;
look_for_obj;327.361;329.097;
look_for_obj;349.684;351.913;
validate_tomato;359.419;361.015;
validate_tomato;399.592;401.201;
look_for_obj;450.432;452.094;
validate_tomato;468.018;469.678;
look_for_obj;524.701;526.314;
validate_tomato;537.151;538.879;
look_for_obj;578.62;579.651;
look_for_obj;600.938;602.551;
validate_tomato;608.051;609.676;
look_for_obj;639.432;640.451;
look_for_obj;666.64;667.651;
look_for_obj;667.798;668.801;
look_for_obj;749.898;752.772;
validate_tomato;759.417;761.045;
validate_tomato;804.884;806.551;
validate_tomato;845.414;847.04;
look_for_obj;876.961;877.999;
look_for_obj;902.151;903.151;
look_for_obj;903.28;904.327;
look_for_obj;923.834;926.688;
validate_tomato;938.426;940.018;
validate_tomato;1025.25;1026.82;
look_for_obj;1067.55;1069.26;
look_for_obj;1091.03;1093.92;
validate_tomato;1100.97;1102.6;
validate_tomato;1131.94;1133.52;
validate_tomato;1167.52;1169.11;
look_for_obj;1205.99;1207.02;
look_for_obj;1227.95;1230.84;
validate_tomato;1237.36;1239.05;
validate_tomato;1273.33;1274.89;
validate_tomato;1317.38;1319.07;
look_for_obj;1357.07;1358.1;
look_for_obj;1377.85;1379.45;
validate_tomato;1386.02;1387.68;
look_for_obj;1417.09;1418.11;
